assembly,mag,reference,Ref_name,ANI,Align_fraction_ref,Align_fraction_query,recovered
Hybrid (hybridspades),,MGYG000002601,,0.0,,,False
Hybrid (hybridspades),,MGYG000002602,,0.0,,,False
Hybrid (hybridspades),,MGYG000002617,,0.0,,,False
Hybrid (hybridspades),,MGYG000002621,,0.0,,,False
Hybrid (hybridspades),,MGYG000002622,,0.0,,,False
Hybrid (hybridspades),,MGYG000002626,,0.0,,,False
Hybrid (hybridspades),,MGYG000002638,,0.0,,,False
Hybrid (hybridspades),,MGYG000002655,,0.0,,,False
Hybrid (hybridspades),,MGYG000002672,,0.0,,,False
Hybrid (hybridspades),,MGYG000002673,,0.0,,,False
Hybrid (hybridspades),,MGYG000002676,,0.0,,,False
Hybrid (hybridspades),,MGYG000002680,,0.0,,,False
Hybrid (hybridspades),,MGYG000002682,,0.0,,,False
Hybrid (hybridspades),,MGYG000002684,,0.0,,,False
Hybrid (hybridspades),,MGYG000002691,,0.0,,,False
Hybrid (hybridspades),,MGYG000002693,,0.0,,,False
Hybrid (hybridspades),,MGYG000002694,,0.0,,,False
Hybrid (hybridspades),,MGYG000002695,,0.0,,,False
Hybrid (hybridspades),,MGYG000002697,,0.0,,,False
Hybrid (hybridspades),,MGYG000002698,,0.0,,,False
Hybrid (hybridspades),,MGYG000002707,,0.0,,,False
Hybrid (hybridspades),,MGYG000002708,,0.0,,,False
Hybrid (hybridspades),,MGYG000002710,,0.0,,,False
Hybrid (hybridspades),,MGYG000002711,,0.0,,,False
Hybrid (hybridspades),,MGYG000002716,,0.0,,,False
Hybrid (hybridspades),,MGYG000002718,,0.0,,,False
Hybrid (hybridspades),,MGYG000002724,,0.0,,,False
Hybrid (hybridspades),,MGYG000002725,,0.0,,,False
Hybrid (hybridspades),,MGYG000002726,,0.0,,,False
Hybrid (hybridspades),,MGYG000002737,,0.0,,,False
Hybrid (hybridspades),,MGYG000002756,,0.0,,,False
Hybrid (hybridspades),,MGYG000002773,,0.0,,,False
Hybrid (hybridspades),,MGYG000002776,,0.0,,,False
Hybrid (hybridspades),,MGYG000002779,,0.0,,,False
Hybrid (hybridspades),,MGYG000002780,,0.0,,,False
Hybrid (hybridspades),,MGYG000002781,,0.0,,,False
Hybrid (hybridspades),,MGYG000002782,,0.0,,,False
Hybrid (hybridspades),,MGYG000002785,,0.0,,,False
Hybrid (hybridspades),,MGYG000002794,,0.0,,,False
Hybrid (hybridspades),,MGYG000002810,,0.0,,,False
Hybrid (hybridspades),,MGYG000002816,,0.0,,,False
Hybrid (hybridspades),,MGYG000002838,,0.0,,,False
Hybrid (hybridspades),,MGYG000002840,,0.0,,,False
Hybrid (hybridspades),,MGYG000002841,,0.0,,,False
Hybrid (hybridspades),,MGYG000002845,,0.0,,,False
Hybrid (hybridspades),,MGYG000002872,,0.0,,,False
Hybrid (hybridspades),,MGYG000002908,,0.0,,,False
Hybrid (hybridspades),,MGYG000002910,,0.0,,,False
Hybrid (hybridspades),,MGYG000002912,,0.0,,,False
Hybrid (hybridspades),,MGYG000002925,,0.0,,,False
Hybrid (hybridspades),,MGYG000002930,,0.0,,,False
Hybrid (hybridspades),,MGYG000002940,,0.0,,,False
Hybrid (hybridspades),,MGYG000002941,,0.0,,,False
Hybrid (hybridspades),,MGYG000002943,,0.0,,,False
Hybrid (hybridspades),,MGYG000002944,,0.0,,,False
Hybrid (hybridspades),,MGYG000002945,,0.0,,,False
Hybrid (hybridspades),,MGYG000002954,,0.0,,,False
Hybrid (hybridspades),,MGYG000002964,,0.0,,,False
Hybrid (hybridspades),,MGYG000002975,,0.0,,,False
Hybrid (hybridspades),,MGYG000002982,,0.0,,,False
Hybrid (hybridspades),,MGYG000002985,,0.0,,,False
Hybrid (hybridspades),,MGYG000002986,,0.0,,,False
Hybrid (hybridspades),,MGYG000002990,,0.0,,,False
Hybrid (hybridspades),,MGYG000002998,,0.0,,,False
Hybrid (hybridspades),,MGYG000002999,,0.0,,,False
Hybrid (hybridspades),,MGYG000003003,,0.0,,,False
Hybrid (hybridspades),,MGYG000003042,,0.0,,,False
Hybrid (hybridspades),,MGYG000003063,,0.0,,,False
Hybrid (hybridspades),,MGYG000003069,,0.0,,,False
Hybrid (hybridspades),,MGYG000003074,,0.0,,,False
Hybrid (hybridspades),,MGYG000003077,,0.0,,,False
Hybrid (hybridspades),,MGYG000003097,,0.0,,,False
Hybrid (hybridspades),,MGYG000003114,,0.0,,,False
Hybrid (hybridspades),,MGYG000003124,,0.0,,,False
Hybrid (hybridspades),,MGYG000003152,,0.0,,,False
Hybrid (hybridspades),,MGYG000003158,,0.0,,,False
Hybrid (hybridspades),,MGYG000003163,,0.0,,,False
Hybrid (hybridspades),,MGYG000003169,,0.0,,,False
Hybrid (hybridspades),,MGYG000003170,,0.0,,,False
Hybrid (hybridspades),,MGYG000003189,,0.0,,,False
Hybrid (hybridspades),,MGYG000003190,,0.0,,,False
Hybrid (hybridspades),,MGYG000003210,,0.0,,,False
Hybrid (hybridspades),,MGYG000003211,,0.0,,,False
Hybrid (hybridspades),,MGYG000003214,,0.0,,,False
Hybrid (hybridspades),,MGYG000003215,,0.0,,,False
Hybrid (hybridspades),,MGYG000003220,,0.0,,,False
Hybrid (hybridspades),,MGYG000003226,,0.0,,,False
Hybrid (hybridspades),,MGYG000003230,,0.0,,,False
Hybrid (hybridspades),,MGYG000003237,,0.0,,,False
Hybrid (hybridspades),,MGYG000003250,,0.0,,,False
Hybrid (hybridspades),,MGYG000003253,,0.0,,,False
Hybrid (hybridspades),,MGYG000003257,,0.0,,,False
Hybrid (hybridspades),,MGYG000003258,,0.0,,,False
Hybrid (hybridspades),,MGYG000003284,,0.0,,,False
Hybrid (hybridspades),,MGYG000003293,,0.0,,,False
Hybrid (hybridspades),,MGYG000003295,,0.0,,,False
Hybrid (hybridspades),,MGYG000003297,,0.0,,,False
Hybrid (hybridspades),,MGYG000003298,,0.0,,,False
Hybrid (hybridspades),,MGYG000003299,,0.0,,,False
Hybrid (hybridspades),,MGYG000003302,,0.0,,,False
Hybrid (hybridspades),,MGYG000003303,,0.0,,,False
Hybrid (hybridspades),,MGYG000003304,,0.0,,,False
Hybrid (hybridspades),,MGYG000003306,,0.0,,,False
Hybrid (hybridspades),,MGYG000003313,,0.0,,,False
Hybrid (hybridspades),,MGYG000003324,,0.0,,,False
Hybrid (hybridspades),,MGYG000003392,,0.0,,,False
Hybrid (hybridspades),,MGYG000003396,,0.0,,,False
Hybrid (hybridspades),,MGYG000003405,,0.0,,,False
Hybrid (hybridspades),,MGYG000003409,,0.0,,,False
Hybrid (hybridspades),,MGYG000003417,,0.0,,,False
Hybrid (hybridspades),,MGYG000003451,,0.0,,,False
Hybrid (hybridspades),,MGYG000003456,,0.0,,,False
Hybrid (hybridspades),,MGYG000003481,,0.0,,,False
Hybrid (hybridspades),,MGYG000003482,,0.0,,,False
Hybrid (hybridspades),,MGYG000003486,,0.0,,,False
Hybrid (hybridspades),,MGYG000003504,,0.0,,,False
Hybrid (hybridspades),,MGYG000003508,,0.0,,,False
Hybrid (hybridspades),,MGYG000003620,,0.0,,,False
Hybrid (hybridspades),,MGYG000003658,,0.0,,,False
Hybrid (hybridspades),,MGYG000003668,,0.0,,,False
Hybrid (hybridspades),,MGYG000003689,,0.0,,,False
Hybrid (hybridspades),,MGYG000003690,,0.0,,,False
Hybrid (hybridspades),,MGYG000003729,,0.0,,,False
Hybrid (hybridspades),,MGYG000003747,,0.0,,,False
Hybrid (hybridspades),,MGYG000003748,,0.0,,,False
Hybrid (hybridspades),,MGYG000003754,,0.0,,,False
Hybrid (hybridspades),,MGYG000003768,,0.0,,,False
Hybrid (hybridspades),,MGYG000003770,,0.0,,,False
Hybrid (hybridspades),,MGYG000003783,,0.0,,,False
Hybrid (hybridspades),,MGYG000003786,,0.0,,,False
Hybrid (hybridspades),,MGYG000003790,,0.0,,,False
Hybrid (hybridspades),,MGYG000003794,,0.0,,,False
Hybrid (hybridspades),,MGYG000003814,,0.0,,,False
Hybrid (hybridspades),,MGYG000003818,,0.0,,,False
Hybrid (hybridspades),,MGYG000003820,,0.0,,,False
Hybrid (hybridspades),,MGYG000003821,,0.0,,,False
Hybrid (hybridspades),,MGYG000003822,,0.0,,,False
Hybrid (hybridspades),,MGYG000003832,,0.0,,,False
Hybrid (hybridspades),,MGYG000003833,,0.0,,,False
Hybrid (hybridspades),,MGYG000003834,,0.0,,,False
Hybrid (hybridspades),,MGYG000003837,,0.0,,,False
Hybrid (hybridspades),,MGYG000003838,,0.0,,,False
Hybrid (hybridspades),,MGYG000003860,,0.0,,,False
Hybrid (hybridspades),,MGYG000003863,,0.0,,,False
Hybrid (hybridspades),,MGYG000003886,,0.0,,,False
Hybrid (hybridspades),,MGYG000003892,,0.0,,,False
Hybrid (hybridspades),,MGYG000003899,,0.0,,,False
Hybrid (hybridspades),,MGYG000003907,,0.0,,,False
Hybrid (hybridspades),,MGYG000003910,,0.0,,,False
Hybrid (hybridspades),,MGYG000003911,,0.0,,,False
Hybrid (hybridspades),,MGYG000003912,,0.0,,,False
Hybrid (hybridspades),,MGYG000003932,,0.0,,,False
Hybrid (hybridspades),,MGYG000003934,,0.0,,,False
Hybrid (hybridspades),,MGYG000003938,,0.0,,,False
Hybrid (hybridspades),,MGYG000003940,,0.0,,,False
Hybrid (hybridspades),,MGYG000003942,,0.0,,,False
Hybrid (hybridspades),,MGYG000003943,,0.0,,,False
Hybrid (hybridspades),,MGYG000003957,,0.0,,,False
Hybrid (hybridspades),,MGYG000003960,,0.0,,,False
Hybrid (hybridspades),,MGYG000003965,,0.0,,,False
Hybrid (hybridspades),,MGYG000003966,,0.0,,,False
Hybrid (hybridspades),,MGYG000003967,,0.0,,,False
Hybrid (hybridspades),,MGYG000003972,,0.0,,,False
Hybrid (hybridspades),,MGYG000003975,,0.0,,,False
Hybrid (hybridspades),,MGYG000003978,,0.0,,,False
Hybrid (hybridspades),,MGYG000003980,,0.0,,,False
Hybrid (hybridspades),,MGYG000003984,,0.0,,,False
Hybrid (hybridspades),,MGYG000003989,,0.0,,,False
Hybrid (hybridspades),,MGYG000003992,,0.0,,,False
Hybrid (hybridspades),,MGYG000003995,,0.0,,,False
Hybrid (hybridspades),,MGYG000003998,,0.0,,,False
Hybrid (hybridspades),,MGYG000004010,,0.0,,,False
Hybrid (hybridspades),,MGYG000004014,,0.0,,,False
Hybrid (hybridspades),,MGYG000004020,,0.0,,,False
Hybrid (hybridspades),,MGYG000004022,,0.0,,,False
Hybrid (hybridspades),,MGYG000004025,,0.0,,,False
Hybrid (hybridspades),,MGYG000004033,,0.0,,,False
Hybrid (hybridspades),,MGYG000004034,,0.0,,,False
Hybrid (hybridspades),,MGYG000004035,,0.0,,,False
Hybrid (hybridspades),,MGYG000004036,,0.0,,,False
Hybrid (hybridspades),,MGYG000004038,,0.0,,,False
Hybrid (hybridspades),,MGYG000004039,,0.0,,,False
Hybrid (hybridspades),,MGYG000004041,,0.0,,,False
Hybrid (hybridspades),,MGYG000004044,,0.0,,,False
Hybrid (hybridspades),,MGYG000004047,,0.0,,,False
Hybrid (hybridspades),,MGYG000004059,,0.0,,,False
Hybrid (hybridspades),,MGYG000004061,,0.0,,,False
Hybrid (hybridspades),,MGYG000004063,,0.0,,,False
Hybrid (hybridspades),,MGYG000004064,,0.0,,,False
Hybrid (hybridspades),,MGYG000004070,,0.0,,,False
Hybrid (hybridspades),,MGYG000004071,,0.0,,,False
Hybrid (hybridspades),,MGYG000004074,,0.0,,,False
Hybrid (hybridspades),,MGYG000004075,,0.0,,,False
Hybrid (hybridspades),,MGYG000004078,,0.0,,,False
Hybrid (hybridspades),,MGYG000004081,,0.0,,,False
Hybrid (hybridspades),,MGYG000004082,,0.0,,,False
Hybrid (hybridspades),,MGYG000004084,,0.0,,,False
Hybrid (hybridspades),,MGYG000004088,,0.0,,,False
Hybrid (hybridspades),,MGYG000004089,,0.0,,,False
Hybrid (hybridspades),,MGYG000004092,,0.0,,,False
Hybrid (hybridspades),,MGYG000004098,,0.0,,,False
Hybrid (hybridspades),,MGYG000004103,,0.0,,,False
Hybrid (hybridspades),,MGYG000004105,,0.0,,,False
Hybrid (hybridspades),,MGYG000004106,,0.0,,,False
Hybrid (hybridspades),,MGYG000004108,,0.0,,,False
Hybrid (hybridspades),,MGYG000004113,,0.0,,,False
Hybrid (hybridspades),,MGYG000004114,,0.0,,,False
Hybrid (hybridspades),,MGYG000004115,,0.0,,,False
Hybrid (hybridspades),,MGYG000004116,,0.0,,,False
Hybrid (hybridspades),,MGYG000004118,,0.0,,,False
Hybrid (hybridspades),,MGYG000004120,,0.0,,,False
Hybrid (hybridspades),,MGYG000004122,,0.0,,,False
Hybrid (hybridspades),,MGYG000004124,,0.0,,,False
Hybrid (hybridspades),,MGYG000004125,,0.0,,,False
Hybrid (hybridspades),,MGYG000004126,,0.0,,,False
Hybrid (hybridspades),,MGYG000004129,,0.0,,,False
Hybrid (hybridspades),,MGYG000004131,,0.0,,,False
Hybrid (hybridspades),,MGYG000004132,,0.0,,,False
Hybrid (hybridspades),,MGYG000004134,,0.0,,,False
Hybrid (hybridspades),,MGYG000004138,,0.0,,,False
Hybrid (hybridspades),,MGYG000004139,,0.0,,,False
Hybrid (hybridspades),,MGYG000004140,,0.0,,,False
Hybrid (hybridspades),,MGYG000004142,,0.0,,,False
Hybrid (hybridspades),,MGYG000004145,,0.0,,,False
Hybrid (hybridspades),,MGYG000004149,,0.0,,,False
Hybrid (hybridspades),,MGYG000004153,,0.0,,,False
Hybrid (hybridspades),,MGYG000004157,,0.0,,,False
Hybrid (hybridspades),,MGYG000004159,,0.0,,,False
Hybrid (hybridspades),,MGYG000004160,,0.0,,,False
Hybrid (hybridspades),,MGYG000004162,,0.0,,,False
Hybrid (hybridspades),,MGYG000004163,,0.0,,,False
Hybrid (hybridspades),,MGYG000004164,,0.0,,,False
Hybrid (hybridspades),,MGYG000004171,,0.0,,,False
Hybrid (hybridspades),,MGYG000004172,,0.0,,,False
Hybrid (hybridspades),,MGYG000004173,,0.0,,,False
Hybrid (hybridspades),,MGYG000004179,,0.0,,,False
Hybrid (hybridspades),,MGYG000004183,,0.0,,,False
Hybrid (hybridspades),,MGYG000004184,,0.0,,,False
Hybrid (hybridspades),,MGYG000004189,,0.0,,,False
Hybrid (hybridspades),,MGYG000004191,,0.0,,,False
Hybrid (hybridspades),,MGYG000004192,,0.0,,,False
Hybrid (hybridspades),,MGYG000004200,,0.0,,,False
Hybrid (hybridspades),,MGYG000004201,,0.0,,,False
Hybrid (hybridspades),,MGYG000004205,,0.0,,,False
Hybrid (hybridspades),,MGYG000004214,,0.0,,,False
Hybrid (hybridspades),,MGYG000004222,,0.0,,,False
Hybrid (hybridspades),,MGYG000004224,,0.0,,,False
Hybrid (hybridspades),,MGYG000004230,,0.0,,,False
Hybrid (hybridspades),,MGYG000004232,,0.0,,,False
Hybrid (hybridspades),,MGYG000004234,,0.0,,,False
Hybrid (hybridspades),,MGYG000004236,,0.0,,,False
Hybrid (hybridspades),,MGYG000004237,,0.0,,,False
Hybrid (hybridspades),,MGYG000004246,,0.0,,,False
Hybrid (hybridspades),,MGYG000004248,,0.0,,,False
Hybrid (hybridspades),,MGYG000004249,,0.0,,,False
Hybrid (hybridspades),,MGYG000004252,,0.0,,,False
Hybrid (hybridspades),,MGYG000004253,,0.0,,,False
Hybrid (hybridspades),,MGYG000004254,,0.0,,,False
Hybrid (hybridspades),,MGYG000004260,,0.0,,,False
Hybrid (hybridspades),,MGYG000004262,,0.0,,,False
Hybrid (hybridspades),,MGYG000004267,,0.0,,,False
Hybrid (hybridspades),,MGYG000004268,,0.0,,,False
Hybrid (hybridspades),,MGYG000004269,,0.0,,,False
Hybrid (hybridspades),,MGYG000004275,,0.0,,,False
Hybrid (hybridspades),,MGYG000004276,,0.0,,,False
Hybrid (hybridspades),,MGYG000004278,,0.0,,,False
Hybrid (hybridspades),,MGYG000004279,,0.0,,,False
Hybrid (hybridspades),,MGYG000004285,,0.0,,,False
Hybrid (hybridspades),,MGYG000004288,,0.0,,,False
Hybrid (hybridspades),,MGYG000004306,,0.0,,,False
Hybrid (hybridspades),,MGYG000004308,,0.0,,,False
Hybrid (hybridspades),,MGYG000004316,,0.0,,,False
Hybrid (hybridspades),,MGYG000004319,,0.0,,,False
Hybrid (hybridspades),,MGYG000004321,,0.0,,,False
Hybrid (hybridspades),,MGYG000004329,,0.0,,,False
Hybrid (hybridspades),,MGYG000004341,,0.0,,,False
Hybrid (hybridspades),,MGYG000004343,,0.0,,,False
Hybrid (hybridspades),,MGYG000004347,,0.0,,,False
Hybrid (hybridspades),,MGYG000004352,,0.0,,,False
Hybrid (hybridspades),,MGYG000004369,,0.0,,,False
Hybrid (hybridspades),,MGYG000004376,,0.0,,,False
Hybrid (hybridspades),,MGYG000004379,,0.0,,,False
Hybrid (hybridspades),,MGYG000004385,,0.0,,,False
Hybrid (hybridspades),,MGYG000004389,,0.0,,,False
Hybrid (hybridspades),,MGYG000004397,,0.0,,,False
Hybrid (hybridspades),,MGYG000004401,,0.0,,,False
Hybrid (hybridspades),,MGYG000004402,,0.0,,,False
Hybrid (hybridspades),,MGYG000004409,,0.0,,,False
Hybrid (hybridspades),,MGYG000004411,,0.0,,,False
Hybrid (hybridspades),,MGYG000004416,,0.0,,,False
Hybrid (hybridspades),,MGYG000004433,,0.0,,,False
Hybrid (hybridspades),,MGYG000004435,,0.0,,,False
Hybrid (hybridspades),,MGYG000004437,,0.0,,,False
Hybrid (hybridspades),,MGYG000004439,,0.0,,,False
Hybrid (hybridspades),,MGYG000004446,,0.0,,,False
Hybrid (hybridspades),,MGYG000004447,,0.0,,,False
Hybrid (hybridspades),,MGYG000004452,,0.0,,,False
Hybrid (hybridspades),,MGYG000004453,,0.0,,,False
Hybrid (hybridspades),,MGYG000004461,,0.0,,,False
Hybrid (hybridspades),,MGYG000004465,,0.0,,,False
Hybrid (hybridspades),,MGYG000004469,,0.0,,,False
Hybrid (hybridspades),,MGYG000004471,,0.0,,,False
Hybrid (hybridspades),,MGYG000004472,,0.0,,,False
Hybrid (hybridspades),,MGYG000004475,,0.0,,,False
Hybrid (hybridspades),,MGYG000004482,,0.0,,,False
Hybrid (hybridspades),,MGYG000004483,,0.0,,,False
Hybrid (hybridspades),,MGYG000004487,,0.0,,,False
Hybrid (hybridspades),,MGYG000004488,,0.0,,,False
Hybrid (hybridspades),,MGYG000004489,,0.0,,,False
Hybrid (hybridspades),,MGYG000004491,,0.0,,,False
Hybrid (hybridspades),,MGYG000004494,,0.0,,,False
Hybrid (hybridspades),,MGYG000004499,,0.0,,,False
Hybrid (hybridspades),,MGYG000004501,,0.0,,,False
Hybrid (hybridspades),,MGYG000004510,,0.0,,,False
Hybrid (hybridspades),,MGYG000004517,,0.0,,,False
Hybrid (hybridspades),,MGYG000004518,,0.0,,,False
Hybrid (hybridspades),,MGYG000004521,,0.0,,,False
Hybrid (hybridspades),,MGYG000004523,,0.0,,,False
Hybrid (hybridspades),,MGYG000004527,,0.0,,,False
Hybrid (hybridspades),,MGYG000004534,,0.0,,,False
Hybrid (hybridspades),,MGYG000004535,,0.0,,,False
Hybrid (hybridspades),,MGYG000004541,,0.0,,,False
Hybrid (hybridspades),,MGYG000004544,,0.0,,,False
Hybrid (hybridspades),,MGYG000004546,,0.0,,,False
Hybrid (hybridspades),,MGYG000004548,,0.0,,,False
Hybrid (hybridspades),,MGYG000004556,,0.0,,,False
Hybrid (hybridspades),,MGYG000004557,,0.0,,,False
Hybrid (hybridspades),,MGYG000004558,,0.0,,,False
Hybrid (hybridspades),,MGYG000004561,,0.0,,,False
Hybrid (hybridspades),,MGYG000004562,,0.0,,,False
Hybrid (hybridspades),,MGYG000004563,,0.0,,,False
Hybrid (hybridspades),,MGYG000004564,,0.0,,,False
Hybrid (hybridspades),,MGYG000004566,,0.0,,,False
Hybrid (hybridspades),,MGYG000004570,,0.0,,,False
Hybrid (hybridspades),,MGYG000004571,,0.0,,,False
Hybrid (hybridspades),,MGYG000004572,,0.0,,,False
Hybrid (hybridspades),,MGYG000004587,,0.0,,,False
Hybrid (hybridspades),,MGYG000004588,,0.0,,,False
Hybrid (hybridspades),,MGYG000004591,,0.0,,,False
Hybrid (hybridspades),,MGYG000004598,,0.0,,,False
Hybrid (hybridspades),,MGYG000004601,,0.0,,,False
Hybrid (hybridspades),,MGYG000004604,,0.0,,,False
Hybrid (hybridspades),,MGYG000004609,,0.0,,,False
Hybrid (hybridspades),,MGYG000004616,,0.0,,,False
Hybrid (hybridspades),,MGYG000004617,,0.0,,,False
Hybrid (hybridspades),,MGYG000004621,,0.0,,,False
Hybrid (hybridspades),,MGYG000004622,,0.0,,,False
Hybrid (hybridspades),,MGYG000004626,,0.0,,,False
Hybrid (hybridspades),,MGYG000004627,,0.0,,,False
Hybrid (hybridspades),,MGYG000004631,,0.0,,,False
Hybrid (hybridspades),,MGYG000004632,,0.0,,,False
Hybrid (hybridspades),,MGYG000004633,,0.0,,,False
Hybrid (hybridspades),,MGYG000004637,,0.0,,,False
Hybrid (hybridspades),,MGYG000004657,,0.0,,,False
Hybrid (hybridspades),,MGYG000004664,,0.0,,,False
Hybrid (hybridspades),,MGYG000004669,,0.0,,,False
Hybrid (hybridspades),,MGYG000004683,,0.0,,,False
Hybrid (hybridspades),,MGYG000004691,,0.0,,,False
Hybrid (hybridspades),,MGYG000004693,,0.0,,,False
Hybrid (hybridspades),,MGYG000004698,,0.0,,,False
Hybrid (hybridspades),,MGYG000004712,,0.0,,,False
Hybrid (hybridspades),,MGYG000004716,,0.0,,,False
Hybrid (hybridspades),,MGYG000004726,,0.0,,,False
Hybrid (hybridspades),,MGYG000004727,,0.0,,,False
Hybrid (hybridspades),,MGYG000004733,,0.0,,,False
Hybrid (hybridspades),,MGYG000004735,,0.0,,,False
Hybrid (hybridspades),,MGYG000004740,,0.0,,,False
Hybrid (hybridspades),,MGYG000004747,,0.0,,,False
Hybrid (hybridspades),,MGYG000004760,,0.0,,,False
Hybrid (hybridspades),,MGYG000004762,,0.0,,,False
Hybrid (hybridspades),,MGYG000004770,,0.0,,,False
Hybrid (hybridspades),,MGYG000004775,,0.0,,,False
Hybrid (hybridspades),,MGYG000004778,,0.0,,,False
Hybrid (hybridspades),,MGYG000004779,,0.0,,,False
Hybrid (hybridspades),,MGYG000004783,,0.0,,,False
Hybrid (hybridspades),,MGYG000004784,,0.0,,,False
Hybrid (hybridspades),,MGYG000004786,,0.0,,,False
Hybrid (hybridspades),,MGYG000004790,,0.0,,,False
Hybrid (hybridspades),,MGYG000004794,,0.0,,,False
Hybrid (hybridspades),,MGYG000004797,,0.0,,,False
Hybrid (hybridspades),,MGYG000004802,,0.0,,,False
Hybrid (hybridspades),,MGYG000004805,,0.0,,,False
Hybrid (hybridspades),,MGYG000004811,,0.0,,,False
Hybrid (hybridspades),,MGYG000004829,,0.0,,,False
Hybrid (hybridspades),,MGYG000004832,,0.0,,,False
Hybrid (hybridspades),,MGYG000004839,,0.0,,,False
Hybrid (hybridspades),,MGYG000004840,,0.0,,,False
Hybrid (hybridspades),,MGYG000004845,,0.0,,,False
Hybrid (hybridspades),,MGYG000004847,,0.0,,,False
Hybrid (hybridspades),,MGYG000004851,,0.0,,,False
Hybrid (hybridspades),,MGYG000004852,,0.0,,,False
Hybrid (hybridspades),,MGYG000004855,,0.0,,,False
Hybrid (hybridspades),,MGYG000004856,,0.0,,,False
Hybrid (hybridspades),,MGYG000004857,,0.0,,,False
Hybrid (hybridspades),,MGYG000004866,,0.0,,,False
Hybrid (hybridspades),,MGYG000004867,,0.0,,,False
Hybrid (hybridspades),,MGYG000004869,,0.0,,,False
Hybrid (hybridspades),,MGYG000004873,,0.0,,,False
Hybrid (hybridspades),,MGYG000004874,,0.0,,,False
Hybrid (hybridspades),,MGYG000004878,,0.0,,,False
Hybrid (hybridspades),,MGYG000004889,,0.0,,,False
Hybrid (hybridspades),,MGYG000066600,,0.0,,,False
Hybrid (hybridspades),,MGYG000074969,,0.0,,,False
Hybrid (hybridspades),,MGYG000131723,,0.0,,,False
Hybrid (hybridspades),,MGYG000145940,,0.0,,,False
Hybrid (hybridspades),,MGYG000147988,,0.0,,,False
Hybrid (hybridspades),,MGYG000163129,,0.0,,,False
Hybrid (hybridspades),,MGYG000177238,,0.0,,,False
Hybrid (hybridspades),,MGYG000186038,,0.0,,,False
Hybrid (hybridspades),,MGYG000223036,,0.0,,,False
Hybrid (hybridspades),,MGYG000262994,,0.0,,,False
LR (metaflye),SemiBin_0_1,MGYG000002478,MGYG000002478_1,100.0,97.26,100.0,True
LR (metaflye),SemiBin_0_11,MGYG000004573,MGYG000004573_1,99.99,97.51,100.0,True
LR (metaflye),SemiBin_0_12,MGYG000001029,MGYG000001029_1,100.0,97.6,99.95,True
LR (metaflye),SemiBin_0_13,MGYG000003844,MGYG000003844_1,100.0,94.59,100.0,True
LR (metaflye),SemiBin_0_15,MGYG000000105,MGYG000000105_1,99.99,90.56,94.99,True
LR (metaflye),SemiBin_0_16,MGYG000001120,MGYG000001120_1,100.0,98.09,100.0,True
LR (metaflye),SemiBin_0_18,MGYG000004114,MGYG000004114_1,100.0,90.46,91.36,True
LR (metaflye),SemiBin_0_19,MGYG000001380,MGYG000001380_1,99.99,92.39,100.0,True
LR (metaflye),SemiBin_0_26,MGYG000002616,MGYG000002616_1,100.0,99.68,97.78,True
LR (metaflye),SemiBin_0_29,MGYG000001694,MGYG000001694_1,100.0,99.22,100.0,True
LR (metaflye),SemiBin_0_31,MGYG000000225,MGYG000000225_1,100.0,98.6,100.0,True
LR (metaflye),SemiBin_0_32,MGYG000004600,MGYG000004600_1,99.99,94.78,94.4,True
LR (metaflye),SemiBin_0_33,MGYG000001132,MGYG000001132_1,100.0,94.76,99.97,True
LR (metaflye),SemiBin_0_34,MGYG000000243,MGYG000000243_1,99.98,94.69,100.0,True
LR (metaflye),SemiBin_0_35,MGYG000000258,MGYG000000258_1,99.97,72.84,96.93,True
LR (metaflye),SemiBin_0_37,MGYG000001021,MGYG000001021_1,99.99,99.93,97.56,True
