sample,assembly,Name,Completeness,Contamination,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size,GC_Content,Total_Contigs,Max_Contig_Length
SAMEA2466965,LR (metaflye),SemiBin_93.fa,7.88,1.73,0.511,67152,219.3323076923077,417263,0.49,7,79344
SAMEA2466965,LR (metaflye),SemiBin_94.fa,16.97,4.76,0.572,90136,191.5645851154833,1169091,0.57,15,199249
SAMEA2466965,LR (metaflye),SemiBin_95.fa,13.39,0.51,0.702,75806,268.2996254681648,1219265,0.59,20,145437
SAMEA2466965,LR (metaflye),SemiBin_96.fa,9.36,0.0,0.818,203792,327.335294117647,203792,0.37,1,203792
SAMEA2466965,LR (metaflye),SemiBin_97.fa,9.07,0.0,0.891,240371,338.8009478672986,240371,0.37,1,240371
SAMEA2466965,LR (metaflye),SemiBin_98.fa,16.43,0.01,0.725,242710,307.7926509186352,484583,0.37,2,242710
SAMEA2466965,LR (metaflye),SemiBin_99.fa,9.39,0.01,0.856,295295,276.2647058823529,295295,0.58,1,295295
SAMEA2466965,SR (megahit),SemiBin_0.fa,75.21,0.27,0.894,6541,292.9272237196765,1819630,0.6,316,18970
SAMEA2466965,SR (megahit),SemiBin_1.fa,89.69,0.91,0.874,20029,318.9108309990663,2343362,0.32,167,93597
SAMEA2466965,SR (megahit),SemiBin_10.fa,19.25,0.27,0.853,91708,307.4674329501916,563243,0.47,9,169709
SAMEA2466965,SR (megahit),SemiBin_100.fa,92.99,6.79,0.898,64721,329.7674597083653,2865261,0.42,69,172549
SAMEA2466965,SR (megahit),SemiBin_101.fa,9.94,0.41,0.859,20855,266.1091617933723,475535,0.39,29,61101
SAMEA2466965,SR (megahit),SemiBin_102.fa,99.16,1.38,0.869,34645,297.2206736353078,1765443,0.41,86,86093
SAMEA2466965,SR (megahit),SemiBin_104.fa,4.92,0.49,0.842,6358,232.776357827476,258455,0.47,44,17595
SAMEA2466965,SR (megahit),SemiBin_106.fa,7.09,0.0,0.895,32027,330.16,221168,0.41,23,84172
SAMEA2466965,SR (megahit),SemiBin_107.fa,12.81,1.33,0.894,6288,291.6389728096677,645957,0.39,113,25132
SAMEA2466965,SR (megahit),SemiBin_108.fa,99.98,0.34,0.846,38880,312.829097283085,2527511,0.62,100,324606
SAMEA2466965,SR (megahit),SemiBin_109.fa,88.16,0.17,0.879,90879,348.0532892319,3228983,0.45,67,283594
SAMEA2466965,SR (megahit),SemiBin_11.fa,37.16,0.02,0.915,4068,270.7708947885939,900397,0.44,226,10106
SAMEA2466965,SR (megahit),SemiBin_110.fa,34.8,0.09,0.885,3625,259.7630331753555,741769,0.58,197,9739
SAMEA2466965,SR (megahit),SemiBin_119.fa,9.24,0.07,0.878,13650,268.9100257069409,356150,0.44,33,39317
SAMEA2466965,SR (megahit),SemiBin_12.fa,33.01,2.94,0.928,5330,364.7090671885193,1805827,0.46,368,22613
SAMEA2466965,SR (megahit),SemiBin_121.fa,11.06,0.0,0.909,3199,309.5344129554656,252011,0.55,80,5771
SAMEA2466965,SR (megahit),SemiBin_122.fa,100.0,0.31,0.885,115095,350.5054848617815,2704001,0.55,33,374949
SAMEA2466965,SR (megahit),SemiBin_123.fa,89.35,1.44,0.883,28456,302.2943081906525,2214475,0.59,117,108616
SAMEA2466965,SR (megahit),SemiBin_124.fa,87.38,1.84,0.871,44160,352.7869071476286,1816034,0.59,67,110033
SAMEA2466965,SR (megahit),SemiBin_125.fa,94.1,1.78,0.907,87541,377.0125803746156,4455881,0.42,70,312547
SAMEA2466965,SR (megahit),SemiBin_127.fa,84.31,1.45,0.862,50057,326.8826342899191,3085401,0.42,96,147345
SAMEA2466965,SR (megahit),SemiBin_128.fa,6.7,0.02,0.865,4567,236.5275362318841,281794,0.51,64,10970
SAMEA2466965,SR (megahit),SemiBin_129.fa,99.92,0.28,0.876,125512,308.3462717058223,2064522,0.48,21,312906
SAMEA2466965,SR (megahit),SemiBin_13.fa,65.79,1.62,0.855,9653,262.4886429819452,1575638,0.6,197,42409
SAMEA2466965,SR (megahit),SemiBin_130.fa,84.85,0.21,0.889,37308,333.808,2529872,0.49,101,104855
SAMEA2466965,SR (megahit),SemiBin_131.fa,100.0,3.6,0.878,306401,321.369140625,2246594,0.41,16,682273
SAMEA2466965,SR (megahit),SemiBin_133.fa,83.03,3.13,0.874,64309,323.7001114827202,1991304,0.59,51,222671
SAMEA2466965,SR (megahit),SemiBin_134.fa,93.79,5.72,0.849,29777,319.7779612051176,2734934,0.38,143,104776
SAMEA2466965,SR (megahit),SemiBin_136.fa,96.86,1.84,0.881,76700,323.8016842105263,2614575,0.41,53,172805
SAMEA2466965,SR (megahit),SemiBin_140.fa,97.77,1.49,0.901,132452,332.0889334670679,3300221,0.49,43,327355
SAMEA2466965,SR (megahit),SemiBin_147.fa,16.4,1.73,0.885,31058,285.0188933873144,713704,0.52,47,116018
SAMEA2466965,SR (megahit),SemiBin_149.fa,7.0,0.0,0.869,18844,279.7445652173913,354169,0.41,24,73018
SAMEA2466965,SR (megahit),SemiBin_151.fa,90.36,2.31,0.906,107393,327.1776480400334,2593756,0.44,36,310649
SAMEA2466965,SR (megahit),SemiBin_153.fa,6.74,0.15,0.88,7110,267.5012658227848,358356,0.52,59,21328
SAMEA2466965,SR (megahit),SemiBin_157.fa,84.56,0.96,0.892,103477,336.9089506172839,2931181,0.43,43,277216
SAMEA2466965,SR (megahit),SemiBin_16.fa,98.81,2.18,0.9,21111,346.3489875053856,2675647,0.6,183,51933
SAMEA2466965,SR (megahit),SemiBin_161.fa,97.9,1.46,0.888,94172,311.1115479115479,2137203,0.57,36,284784
SAMEA2466965,SR (megahit),SemiBin_162.fa,5.06,0.0,0.867,5479,260.695067264574,200701,0.37,41,9759
SAMEA2466965,SR (megahit),SemiBin_163.fa,83.98,1.04,0.882,87147,329.40964360587,2668429,0.46,49,172738
SAMEA2466965,SR (megahit),SemiBin_164.fa,94.72,2.55,0.896,132223,359.5203854707191,4865708,0.43,54,387191
SAMEA2466965,SR (megahit),SemiBin_167.fa,88.52,8.23,0.886,73503,319.3564231738035,3429292,0.41,72,237977
SAMEA2466965,SR (megahit),SemiBin_169.fa,90.96,1.46,0.894,68449,307.1296796603628,2666095,0.37,52,206336
SAMEA2466965,SR (megahit),SemiBin_17.fa,44.84,0.13,0.903,4229,280.3330985915493,1321213,0.42,317,11562
SAMEA2466965,SR (megahit),SemiBin_170.fa,15.76,4.41,0.878,30460,271.4718045112782,1476417,0.47,98,137234
SAMEA2466965,SR (megahit),SemiBin_174.fa,7.35,0.0,0.886,27970,319.1968085106383,202820,0.38,13,51263
SAMEA2466965,SR (megahit),SemiBin_176.fa,99.98,1.99,0.88,283337,377.651189562548,3350485,0.49,20,674036
SAMEA2466965,SR (megahit),SemiBin_178.fa,7.83,0.03,0.89,11829,298.0959595959596,397076,0.51,49,28523
SAMEA2466965,SR (megahit),SemiBin_179.fa,99.96,4.87,0.912,177306,334.2418166939444,2684518,0.44,22,542580
SAMEA2466965,SR (megahit),SemiBin_18.fa,99.32,1.47,0.9,117658,329.7160493827161,2578889,0.41,36,316689
SAMEA2466965,SR (megahit),SemiBin_180.fa,9.59,0.05,0.88,18087,326.625,408665,0.52,33,84605
SAMEA2466965,SR (megahit),SemiBin_181.fa,94.74,0.0,0.906,163211,339.0943791946308,2673925,0.38,26,335161
SAMEA2466965,SR (megahit),SemiBin_184.fa,92.76,1.79,0.891,52631,352.7489655172414,2578948,0.45,88,165632
SAMEA2466965,SR (megahit),SemiBin_187.fa,86.72,3.37,0.891,67100,313.3028083028084,2586820,0.42,58,280611
SAMEA2466965,SR (megahit),SemiBin_189.fa,97.55,0.24,0.894,124967,364.6031227305737,3365598,0.46,41,349578
SAMEA2466965,SR (megahit),SemiBin_19.fa,93.44,0.9,0.867,70853,336.4802278820375,3468977,0.43,76,243968
SAMEA2466965,SR (megahit),SemiBin_193.fa,6.27,0.0,0.858,107586,337.5819209039548,208742,0.43,4,107586
SAMEA2466965,SR (megahit),SemiBin_194.fa,6.53,0.01,0.86,5012,224.0212201591512,293512,0.46,61,40318
SAMEA2466965,SR (megahit),SemiBin_195.fa,91.42,0.15,0.899,98808,367.6845786963434,3852214,0.45,51,227712
SAMEA2466965,SR (megahit),SemiBin_2.fa,47.62,0.95,0.846,4080,272.6651399491094,1897516,0.61,467,13736
SAMEA2466965,SR (megahit),SemiBin_20.fa,20.21,0.11,0.91,3522,275.6767676767677,628318,0.45,176,7144
SAMEA2466965,SR (megahit),SemiBin_200.fa,83.91,0.31,0.868,39925,332.5131164742917,2186988,0.61,82,159839
SAMEA2466965,SR (megahit),SemiBin_205.fa,96.58,0.06,0.881,64069,339.1766506340184,2636471,0.42,72,160111
SAMEA2466965,SR (megahit),SemiBin_206.fa,89.31,8.57,0.886,144718,307.6150259067357,2005466,0.62,22,267368
SAMEA2466965,SR (megahit),SemiBin_207.fa,94.36,0.47,0.861,1064696,331.1821386603995,1960345,0.49,5,1064696
SAMEA2466965,SR (megahit),SemiBin_209.fa,99.64,0.85,0.886,146447,340.2341964965727,3022128,0.48,36,285008
SAMEA2466965,SR (megahit),SemiBin_21.fa,87.29,1.29,0.91,19912,355.9467289719626,3761928,0.47,268,72579
SAMEA2466965,SR (megahit),SemiBin_214.fa,85.76,0.51,0.883,204141,337.1463068181818,2416019,0.36,19,360583
SAMEA2466965,SR (megahit),SemiBin_22.fa,73.93,0.95,0.899,21990,319.7574257425742,2367264,0.47,168,103379
SAMEA2466965,SR (megahit),SemiBin_220.fa,10.26,0.12,0.926,3899,374.780701754386,691427,0.41,176,8825
SAMEA2466965,SR (megahit),SemiBin_223.fa,4.52,0.08,0.85,6342,233.2969696969697,270992,0.43,46,22016
SAMEA2466965,SR (megahit),SemiBin_226.fa,76.93,0.26,0.868,132127,305.5833333333333,1833798,0.62,25,199552
SAMEA2466965,SR (megahit),SemiBin_23.fa,79.41,4.18,0.899,6846,286.1710376282782,1672534,0.57,275,18148
SAMEA2466965,SR (megahit),SemiBin_24.fa,93.61,2.58,0.89,69764,317.5129682997118,2593753,0.41,56,330487
SAMEA2466965,SR (megahit),SemiBin_248.fa,84.89,0.23,0.871,71193,292.9992,2518668,0.46,59,189174
SAMEA2466965,SR (megahit),SemiBin_25.fa,85.2,27.97,0.908,13911,371.141453466815,6603621,0.42,577,66028
SAMEA2466965,SR (megahit),SemiBin_253.fa,19.59,0.31,0.877,73420,306.8487518355359,712776,0.42,17,173607
SAMEA2466965,SR (megahit),SemiBin_259.fa,99.5,6.38,0.884,194568,339.9869109947644,2642625,0.42,24,450988
SAMEA2466965,SR (megahit),SemiBin_26.fa,8.67,0.08,0.861,11249,270.522,469598,0.51,55,65648
SAMEA2466965,SR (megahit),SemiBin_262.fa,16.21,1.04,0.857,20696,229.6828003457217,926862,0.35,72,211498
SAMEA2466965,SR (megahit),SemiBin_265.fa,89.5,0.18,0.855,88514,317.8114209827357,2514145,0.49,42,328084
SAMEA2466965,SR (megahit),SemiBin_27.fa,20.33,4.33,0.845,14516,252.7060988433228,1701697,0.36,168,191843
SAMEA2466965,SR (megahit),SemiBin_271.fa,7.18,0.02,0.862,112326,298.3212435233161,200123,0.36,4,112326
SAMEA2466965,SR (megahit),SemiBin_28.fa,87.64,2.62,0.906,22424,367.7086980306346,4444414,0.42,271,90595
SAMEA2466965,SR (megahit),SemiBin_289.fa,22.74,2.72,0.871,73857,315.3777239709443,448181,0.6,12,104771
SAMEA2466965,SR (megahit),SemiBin_291.fa,97.99,0.47,0.893,342283,319.8378378378378,2184468,0.52,13,462976
SAMEA2466965,SR (megahit),SemiBin_293.fa,86.29,4.43,0.867,88264,297.54620547238,1991254,0.59,26,370430
SAMEA2466965,SR (megahit),SemiBin_3.fa,85.94,2.17,0.906,7651,269.3015873015873,2241772,0.29,339,30012
SAMEA2466965,SR (megahit),SemiBin_31.fa,99.95,1.62,0.912,411994,334.0721790772042,2402104,0.36,13,818512
SAMEA2466965,SR (megahit),SemiBin_312.fa,91.42,0.19,0.9,126985,320.7602808425276,2129495,0.42,35,387405
SAMEA2466965,SR (megahit),SemiBin_321.fa,7.2,0.12,0.863,19089,253.6868686868687,348045,0.38,25,45910
SAMEA2466965,SR (megahit),SemiBin_33.fa,9.16,0.0,0.91,7102,302.9572953736655,279961,0.43,44,21291
SAMEA2466965,SR (megahit),SemiBin_34.fa,84.95,0.17,0.896,11264,295.7716115261473,1853034,0.46,215,41543
SAMEA2466965,SR (megahit),SemiBin_35.fa,48.87,0.16,0.891,3903,268.5203389830509,1064123,0.45,271,10130
SAMEA2466965,SR (megahit),SemiBin_351.fa,99.21,0.1,0.914,223071,327.7091748413156,1860828,0.37,16,471136
SAMEA2466965,SR (megahit),SemiBin_37.fa,75.89,0.0,0.883,24730,324.3475609756098,2345650,0.45,142,61224
SAMEA2466965,SR (megahit),SemiBin_371.fa,99.91,0.36,0.876,601984,304.7077652637819,1757835,0.45,8,687706
SAMEA2466965,SR (megahit),SemiBin_38.fa,86.1,2.08,0.885,11656,290.2041558441558,1890898,0.4,209,43866
SAMEA2466965,SR (megahit),SemiBin_39.fa,8.93,0.35,0.857,6808,244.4612850082372,517024,0.46,88,27030
SAMEA2466965,SR (megahit),SemiBin_390.fa,7.06,0.01,0.879,23507,269.6328671328671,262143,0.45,21,41368
SAMEA2466965,SR (megahit),SemiBin_4.fa,63.74,0.18,0.898,4580,308.7774310972439,1981212,0.43,447,15117
SAMEA2466965,SR (megahit),SemiBin_40.fa,97.29,3.0,0.885,83467,325.48769771529,2507544,0.58,42,212676
SAMEA2466965,SR (megahit),SemiBin_41.fa,100.0,0.46,0.883,151406,357.7518796992481,2099036,0.6,21,366961
SAMEA2466965,SR (megahit),SemiBin_43.fa,17.03,0.0,0.868,61061,308.4963898916968,589531,0.42,17,98595
SAMEA2466965,SR (megahit),SemiBin_44.fa,88.23,4.68,0.894,52606,328.2918739635157,2653546,0.43,74,146137
SAMEA2466965,SR (megahit),SemiBin_45.fa,87.99,4.64,0.873,62011,273.788623853211,2554760,0.43,62,131818
SAMEA2466965,SR (megahit),SemiBin_46.fa,69.44,0.5,0.854,5026,281.359437751004,1964721,0.51,408,18972
SAMEA2466965,SR (megahit),SemiBin_47.fa,70.77,2.95,0.899,6043,280.7305965362412,1457496,0.48,268,20346
SAMEA2466965,SR (megahit),SemiBin_48.fa,48.76,0.45,0.885,4582,255.5597359735974,1309697,0.56,301,16657
SAMEA2466965,SR (megahit),SemiBin_5.fa,96.25,5.81,0.866,20300,282.9664310954063,1661203,0.27,117,69995
SAMEA2466965,SR (megahit),SemiBin_50.fa,50.27,2.02,0.925,4357,279.9744338933528,1239276,0.46,291,12382
SAMEA2466965,SR (megahit),SemiBin_51.fa,72.76,1.74,0.902,6467,291.2630136986301,2469323,0.41,429,20215
SAMEA2466965,SR (megahit),SemiBin_52.fa,99.66,0.01,0.892,78088,332.2915162454873,2470506,0.42,48,273817
SAMEA2466965,SR (megahit),SemiBin_53.fa,60.99,1.05,0.888,4788,269.1393492940454,1476785,0.46,320,14277
SAMEA2466965,SR (megahit),SemiBin_56.fa,94.23,0.59,0.898,33958,314.5200633579726,1985783,0.53,93,106735
SAMEA2466965,SR (megahit),SemiBin_57.fa,8.36,0.56,0.829,6447,210.587962962963,491650,0.36,81,20153
SAMEA2466965,SR (megahit),SemiBin_58.fa,95.21,2.19,0.854,26067,329.740563784042,2420648,0.51,142,146821
SAMEA2466965,SR (megahit),SemiBin_6.fa,90.73,2.12,0.89,24684,287.7782738095238,2599008,0.47,180,147200
SAMEA2466965,SR (megahit),SemiBin_60.fa,83.43,3.29,0.878,6828,274.5405405405405,1560082,0.59,262,25020
SAMEA2466965,SR (megahit),SemiBin_63.fa,7.21,0.0,0.823,4477,208.4171270718232,273427,0.51,60,13723
SAMEA2466965,SR (megahit),SemiBin_64.fa,12.65,0.63,0.89,4647,272.7047496790757,713096,0.33,158,21289
SAMEA2466965,SR (megahit),SemiBin_65.fa,20.94,0.12,0.858,3505,264.6791907514451,639428,0.57,181,8205
SAMEA2466965,SR (megahit),SemiBin_66.fa,80.44,0.6,0.868,8751,313.9482852476864,1989430,0.5,273,38607
SAMEA2466965,SR (megahit),SemiBin_67.fa,11.79,0.03,0.929,4079,320.5057692307692,537460,0.45,133,12580
SAMEA2466965,SR (megahit),SemiBin_68.fa,26.18,0.05,0.919,3495,299.4858569051581,1172673,0.46,333,8979
SAMEA2466965,SR (megahit),SemiBin_69.fa,80.09,2.79,0.879,21585,318.6786206896552,2362865,0.45,166,64227
SAMEA2466965,SR (megahit),SemiBin_7.fa,87.36,1.54,0.84,12589,268.5767932489451,2267901,0.55,235,34971
SAMEA2466965,SR (megahit),SemiBin_71.fa,84.06,0.47,0.881,6504,291.5519215044972,2423693,0.58,414,21907
SAMEA2466965,SR (megahit),SemiBin_72.fa,95.32,1.43,0.888,64236,330.2840192806822,3003543,0.49,67,253726
SAMEA2466965,SR (megahit),SemiBin_739.fa,12.07,0.06,0.898,366180,394.8093525179856,366180,0.52,1,366180
SAMEA2466965,SR (megahit),SemiBin_74.fa,27.86,0.2,0.914,3489,276.4028056112224,903650,0.39,249,8953
SAMEA2466965,SR (megahit),SemiBin_75.fa,15.81,1.57,0.911,7863,353.0366666666667,1393786,0.38,212,29320
SAMEA2466965,SR (megahit),SemiBin_76.fa,85.18,2.57,0.835,16709,301.1091666666667,2591201,0.38,222,60786
SAMEA2466965,SR (megahit),SemiBin_77.fa,84.71,1.61,0.874,47323,317.3963920039005,2230693,0.58,82,163428
SAMEA2466965,SR (megahit),SemiBin_79.fa,94.21,0.3,0.876,51760,330.5431323283082,2699292,0.59,77,112852
SAMEA2466965,SR (megahit),SemiBin_8.fa,12.14,0.01,0.859,3094,267.2440758293839,393037,0.62,119,8292
SAMEA2466965,SR (megahit),SemiBin_80.fa,93.17,0.58,0.881,38730,331.5059438896814,2371685,0.59,84,114974
SAMEA2466965,SR (megahit),SemiBin_81.fa,74.01,4.73,0.868,40192,308.5117616309462,2035818,0.57,72,258126
SAMEA2466965,SR (megahit),SemiBin_82.fa,85.09,18.26,0.882,53854,317.4789603960396,2614054,0.58,68,174456
SAMEA2466965,SR (megahit),SemiBin_84.fa,6.17,0.06,0.888,19137,256.3275261324042,247130,0.52,22,47356
SAMEA2466965,SR (megahit),SemiBin_86.fa,59.62,0.34,0.877,5473,301.5406504065041,1773860,0.6,355,27219
SAMEA2466965,SR (megahit),SemiBin_87.fa,4.36,0.0,0.908,5932,345.5189189189189,210411,0.55,38,16410
SAMEA2466965,SR (megahit),SemiBin_88.fa,60.63,2.48,0.892,18166,310.9636118598383,1549957,0.42,117,90444
SAMEA2466965,SR (megahit),SemiBin_9.fa,67.28,0.2,0.904,17919,316.9333333333333,1591742,0.42,121,79034
SAMEA2466965,SR (megahit),SemiBin_90.fa,81.25,0.95,0.879,29639,334.3470319634704,2246467,0.44,100,72265
SAMEA2466965,SR (megahit),SemiBin_91.fa,99.86,0.3,0.86,121604,344.4822657490736,2265855,0.63,25,325743
SAMEA2466965,SR (megahit),SemiBin_92.fa,71.97,0.2,0.902,4811,279.1496450027307,1696701,0.53,362,17885
SAMEA2466965,SR (megahit),SemiBin_93.fa,11.1,0.23,0.86,12847,278.6940133037694,437758,0.45,53,31700
SAMEA2466965,SR (megahit),SemiBin_94.fa,6.22,0.02,0.847,19519,259.0103448275862,264864,0.41,20,67186
SAMEA2466965,SR (megahit),SemiBin_96.fa,5.4,0.01,0.91,29134,273.991341991342,208035,0.52,14,58625
SAMEA2466965,SR (megahit),SemiBin_97.fa,92.86,0.37,0.903,146035,324.5393030794165,2656697,0.37,30,486578
SAMEA2466965,SR (megahit),SemiBin_98.fa,6.82,0.02,0.902,23840,234.7796610169491,229205,0.44,19,95197
SAMEA2466965,SR (megahit),SemiBin_99.fa,78.44,1.24,0.86,36655,270.7155493482309,2021749,0.59,69,136923
SAMEA2466974,Hybrid (hybridspades),SemiBin_0.fa,82.17,0.36,0.901,2476493,378.3363821138211,2476493,0.52,1,2476493
SAMEA2466974,Hybrid (hybridspades),SemiBin_1.fa,99.86,0.08,0.897,1718852,310.2603978300181,1718852,0.31,1,1718852
SAMEA2466974,Hybrid (hybridspades),SemiBin_10.fa,91.86,0.74,0.899,501017,319.0913330742324,2735707,0.37,6,1105797
SAMEA2466974,Hybrid (hybridspades),SemiBin_100.fa,77.09,11.09,0.873,18754,262.4161455372371,3160150,0.48,261,86525
SAMEA2466974,Hybrid (hybridspades),SemiBin_102.fa,11.37,0.05,0.853,26575,318.4814814814815,301888,0.34,11,85024
SAMEA2466974,Hybrid (hybridspades),SemiBin_103.fa,91.7,2.94,0.846,25573,289.5136221527467,2291032,0.55,126,80806
SAMEA2466974,Hybrid (hybridspades),SemiBin_104.fa,73.91,1.44,0.878,15440,245.2328767123288,1828097,0.38,196,78395
SAMEA2466974,Hybrid (hybridspades),SemiBin_105.fa,22.57,4.65,0.806,7592,205.0779681039574,1285386,0.33,196,77938
SAMEA2466974,Hybrid (hybridspades),SemiBin_106.fa,74.91,3.21,0.838,14845,235.949715370019,1774616,0.34,162,75777
SAMEA2466974,Hybrid (hybridspades),SemiBin_107.fa,67.43,2.1,0.827,15294,209.181091251176,1605608,0.4,157,75669
SAMEA2466974,Hybrid (hybridspades),SemiBin_108.fa,27.8,1.9,0.811,13309,184.1071428571429,1078207,0.45,133,75656
SAMEA2466974,Hybrid (hybridspades),SemiBin_109.fa,74.22,5.7,0.872,24625,237.1072306935563,1646616,0.54,115,73968
SAMEA2466974,Hybrid (hybridspades),SemiBin_11.fa,99.74,2.24,0.907,676162,369.9646896551725,4431993,0.46,10,1092473
SAMEA2466974,Hybrid (hybridspades),SemiBin_110.fa,55.41,4.06,0.83,13117,240.136856010568,3268195,0.42,283,73657
SAMEA2466974,Hybrid (hybridspades),SemiBin_111.fa,74.38,10.23,0.811,14617,190.0630914826498,2430464,0.51,235,72146
SAMEA2466974,Hybrid (hybridspades),SemiBin_113.fa,5.09,0.0,0.822,41190,305.9132653061225,217803,0.44,6,69496
SAMEA2466974,Hybrid (hybridspades),SemiBin_114.fa,39.33,0.84,0.85,13116,227.412193850964,1530980,0.6,164,68263
SAMEA2466974,Hybrid (hybridspades),SemiBin_118.fa,58.58,3.31,0.852,14198,229.0831310679612,1324327,0.54,141,66322
SAMEA2466974,Hybrid (hybridspades),SemiBin_12.fa,70.15,0.09,0.891,1019411,318.1273532668882,1931463,0.56,3,1019411
SAMEA2466974,Hybrid (hybridspades),SemiBin_122.fa,48.23,0.56,0.859,24813,290.7003717472119,1362329,0.59,84,63800
SAMEA2466974,Hybrid (hybridspades),SemiBin_123.fa,22.13,0.48,0.853,27500,245.6756352765321,575518,0.52,26,63553
SAMEA2466974,Hybrid (hybridspades),SemiBin_126.fa,81.14,17.86,0.846,12192,240.2780487804878,3128897,0.6,326,61657
SAMEA2466974,Hybrid (hybridspades),SemiBin_13.fa,60.96,0.17,0.886,924368,310.0793650793651,924368,0.39,1,924368
SAMEA2466974,Hybrid (hybridspades),SemiBin_130.fa,5.19,0.0,0.821,14241,198.4345238095238,241980,0.4,18,58683
SAMEA2466974,Hybrid (hybridspades),SemiBin_132.fa,11.17,0.07,0.76,8532,168.9353813559322,624137,0.46,86,57518
SAMEA2466974,Hybrid (hybridspades),SemiBin_133.fa,5.21,0.01,0.863,17367,228.7993730407524,252269,0.37,25,56966
SAMEA2466974,Hybrid (hybridspades),SemiBin_134.fa,20.24,0.75,0.782,9889,174.9526907155529,1126421,0.39,152,56125
SAMEA2466974,Hybrid (hybridspades),SemiBin_139.fa,63.12,7.88,0.803,10906,197.7527412280702,2673627,0.6,328,53017
SAMEA2466974,Hybrid (hybridspades),SemiBin_14.fa,85.51,2.62,0.888,889857,299.3107246376812,1741728,0.58,18,889857
SAMEA2466974,Hybrid (hybridspades),SemiBin_140.fa,50.86,2.36,0.857,14162,224.0227048371174,1578155,0.43,133,52273
SAMEA2466974,Hybrid (hybridspades),SemiBin_143.fa,44.44,1.0,0.843,9690,218.9800824175824,1128418,0.52,162,51651
SAMEA2466974,Hybrid (hybridspades),SemiBin_144.fa,45.24,0.65,0.812,13047,201.4490781387182,1685117,0.47,158,51535
SAMEA2466974,Hybrid (hybridspades),SemiBin_145.fa,14.93,0.84,0.858,21333,264.1675900277008,664487,0.49,41,50251
SAMEA2466974,Hybrid (hybridspades),SemiBin_146.fa,35.47,1.3,0.836,10943,211.651875,1206567,0.43,157,49355
SAMEA2466974,Hybrid (hybridspades),SemiBin_149.fa,16.92,0.0,0.897,21865,261.6612612612612,482123,0.51,22,49008
SAMEA2466974,Hybrid (hybridspades),SemiBin_15.fa,69.9,0.45,0.894,883940,324.2055771725032,1674072,0.53,6,883940
SAMEA2466974,Hybrid (hybridspades),SemiBin_151.fa,63.33,1.84,0.883,9875,273.8330614464383,1703388,0.45,217,45858
SAMEA2466974,Hybrid (hybridspades),SemiBin_153.fa,47.76,1.27,0.875,11061,252.4778933680104,1322301,0.51,150,45779
SAMEA2466974,Hybrid (hybridspades),SemiBin_154.fa,38.32,0.98,0.78,9162,176.260603204524,1429467,0.35,205,44473
SAMEA2466974,Hybrid (hybridspades),SemiBin_158.fa,10.03,0.02,0.72,9996,173.1857988165681,602816,0.56,66,40684
SAMEA2466974,Hybrid (hybridspades),SemiBin_16.fa,98.01,45.2,0.881,525930,306.0486946318568,3547351,0.6,19,877491
SAMEA2466974,Hybrid (hybridspades),SemiBin_161.fa,13.75,1.14,0.796,5780,188.8585591539987,1070824,0.48,199,39626
SAMEA2466974,Hybrid (hybridspades),SemiBin_166.fa,6.46,0.05,0.837,16984,216.1783439490445,241775,0.47,20,37427
SAMEA2466974,Hybrid (hybridspades),SemiBin_167.fa,20.09,2.03,0.607,10355,126.8559837728195,920980,0.25,131,37357
SAMEA2466974,Hybrid (hybridspades),SemiBin_168.fa,14.59,0.33,0.769,8602,174.0994525547445,737984,0.45,103,36370
SAMEA2466974,Hybrid (hybridspades),SemiBin_17.fa,56.06,0.29,0.894,869263,328.5364120781528,1240151,0.52,2,869263
SAMEA2466974,Hybrid (hybridspades),SemiBin_172.fa,45.25,3.35,0.763,10814,188.9791666666666,1806123,0.62,224,35518
SAMEA2466974,Hybrid (hybridspades),SemiBin_175.fa,6.34,0.04,0.784,22674,239.5986394557823,268456,0.37,17,35049
SAMEA2466974,Hybrid (hybridspades),SemiBin_176.fa,8.98,0.25,0.817,12857,235.8012232415902,559737,0.59,59,35000
SAMEA2466974,Hybrid (hybridspades),SemiBin_177.fa,12.68,0.37,0.856,5546,227.2605233219568,696075,0.46,135,34732
SAMEA2466974,Hybrid (hybridspades),SemiBin_178.fa,13.0,0.13,0.78,12109,180.7323600973236,567608,0.41,56,33703
SAMEA2466974,Hybrid (hybridspades),SemiBin_179.fa,68.04,5.16,0.862,10004,248.485,1893869,0.42,211,32335
SAMEA2466974,Hybrid (hybridspades),SemiBin_18.fa,99.99,0.79,0.89,409408,307.49529452771,2967158,0.37,11,819464
SAMEA2466974,Hybrid (hybridspades),SemiBin_180.fa,30.1,1.56,0.802,10179,171.3774703557312,967294,0.3,138,32335
